Borough,Year,age-group,flow__Barking and Dagenham,flow__Barnet,flow__Bexley,flow__Brent,flow__Bromley,flow__Camden,flow__City of London,flow__Croydon,flow__Ealing,flow__Enfield,flow__Greenwich,flow__Hackney,flow__Hammersmith and Fulham,flow__Haringey,flow__Harrow,flow__Havering,flow__Hillingdon,flow__Hounslow,flow__Islington,flow__Kensington and Chelsea,flow__Kingston upon Thames,flow__Lambeth,flow__Lewisham,flow__Merton,flow__Newham,flow__Redbridge,flow__Richmond upon Thames,flow__Southwark,flow__Sutton,flow__Tower Hamlets,flow__Waltham Forest,flow__Wandsworth,flow__Westminster
Barnet,2015,Age 4-10,7.1261,,1.1959,170.2106,2.3895,146.4194,,4.7238,22.1683,149.6511,4.7361,20.2741,7.0075,144.6529,96.8828,2.3542,9.4977,15.1914,52.0404,7.4544,1.1783,11.9876,9.6088,4.6124,16.7397,12.8946,,8.3968,,25.2031,28.1678,12.711,50.7787
Barnet,2016,Age 0-3,5.7102,,3.5584,114.5595,2.3796,167.4144,2.0197,8.8901,24.4333,157.549,5.9553,40.1041,8.8798,156.237,99.1824,3.1391,4.3041,7.6502,63.364,10.5514,3.5869,13.9988,12.8482,4.6274,27.1072,22.6455,2.0728,15.9876,,44.0299,12.187,8.098,71.7727
Barnet,2016,Age 11-15,,,,100.8657,1.1826,42.4915,,4.7675,13.8847,95.3831,,9.5834,4.5894,70.4928,48.144,,8.4157,8.0531,15.0671,7.4098,1.1709,,1.1889,2.2991,1.2045,8.2667,1.1999,2.3712,1.1602,4.7853,5.9357,3.4831,27.4845
Barnet,2016,Age 4-10,1.2053,,3.5735,214.6003,2.3853,111.271,,8.3467,28.8869,200.2646,9.503,37.1118,23.069,182.5567,145.1865,1.1952,5.9571,8.0702,31.2474,6.2379,,1.1899,4.7588,8.0816,13.1492,16.4772,1.2112,4.7472,1.1577,13.1299,8.2527,4.6207,58.4994
Bexley,2002,Age 0-3,4.6698,1.733,,1.7195,34.423,5.1281,0.0074,18.0458,1.1167,0.4984,236.3764,12.3667,1.9223,3.0834,2.7442,2.9788,1.6449,0.4537,1.2432,1.1572,1.6348,20.9194,78.0966,2.6757,16.8232,1.701,1.6788,60.4609,1.0266,7.9377,4.9392,4.7109,2.8146
Bexley,2002,Age 11-15,3.4569,1.2994,,3.7542,22.9448,,,3.2889,,1.2994,178.9705,2.3892,,,,,,2.5308,3.7722,3.4085,2.3684,10.2267,55.6787,4.604,13.1404,2.4258,,32.9527,,7.1675,2.4258,3.453,1.1362
Bexley,2002,Age 4-10,4.6091,,,1.2514,37.8591,8.8018,,18.637,1.2654,3.8982,312.0513,9.5565,,,,1.1523,,,7.5444,1.1362,2.3684,21.5897,104.5397,4.604,19.1131,,,76.1321,1.151,8.3621,6.0645,6.906,6.8172
Bexley,2003,Age 0-3,3.6764,3.583,,4.2853,32.4731,3.4927,0.0479,9.987,2.39,6.0782,213.7431,8.3223,0.7749,6.2461,0.5815,5.7343,1.8188,4.505,2.2324,3.0836,0.6061,28.2171,71.9603,4.2087,11.1382,4.1653,0.7584,60.5963,0.6199,9.768,10.8332,2.6262,7.25
Bexley,2003,Age 11-15,,7.4028,,3.5127,31.2415,3.6783,,6.7776,1.2404,,182.8195,3.5535,,2.4676,,2.4582,1.1261,,3.6783,1.2168,,10.4479,61.5263,,10.6606,2.3805,,33.6654,1.1315,7.107,3.5709,1.1315,2.4336
Bexley,2003,Age 4-10,1.2291,6.169,,4.6836,43.9694,4.9044,,13.5553,1.2404,6.169,333.2405,18.9521,3.7212,7.4028,1.1709,4.9164,2.2522,,,1.2168,,15.0914,117.248,,17.7675,4.7612,,98.6741,2.263,13.0295,4.7611,,2.4336
Bexley,2004,Age 0-3,2.2798,4.5924,,6.3124,38.2295,5.8274,0.0763,8.442,2.3922,2.671,259.8159,14.3536,5.8702,1.8524,2.0213,3.0857,2.5975,0.8547,6.4167,1.9337,,32.2209,90.0275,0.8697,27.5294,6.265,2.5636,67.9684,1.791,10.4545,9.6559,5.1263,1.2676
Bexley,2004,Age 11-15,1.1765,3.6603,,3.5889,26.5514,4.8468,,5.5665,2.4944,2.4402,226.2652,12.8617,,1.2201,1.1963,2.353,,1.2472,6.0585,,,20.0002,52.9413,1.162,10.523,,1.2818,38.8237,,8.1846,2.2768,3.486,1.2264
Bexley,2004,Age 4-10,8.2355,4.8804,,1.1963,50.7939,9.6938,,10.0197,3.7416,1.2201,332.4712,17.5385,4.9888,2.4402,3.5889,,2.3366,4.9889,3.6352,1.2264,1.2818,23.5295,100.0001,,30.4002,2.2768,2.5636,105.8823,4.648,12.8614,11.384,5.81,1.2264
Bexley,2005,Age 0-3,5.3463,2.2238,,3.375,23.4473,1.0535,0.0314,17.2687,2.4851,4.8034,251.7308,9.8898,0.8994,6.0613,2.9488,8.1448,2.11,3.4189,3.6714,1.7702,0.2744,35.7127,72.5703,1.4094,11.9602,1.163,0.3293,57.1302,2.1791,9.1456,7.0872,5.0886,3.2851
Bexley,2005,Age 11-15,1.2454,1.2508,,,27.9114,4.9708,,2.2704,,2.5016,211.6603,11.5281,,3.7524,,1.2454,,,3.7281,,,16.317,54.7796,,9.2224,,,48.9519,1.1816,5.764,2.2584,,
Bexley,2005,Age 4-10,,2.5016,,1.2507,43.0297,4.9708,,9.0813,5.8036,3.7524,326.7944,23.0562,,5.0032,3.7521,2.4908,,,6.2135,1.2574,2.4834,26.8068,95.5726,1.1816,21.9035,4.5168,,104.8966,2.3632,4.6112,10.163,1.1816,1.2574
Bexley,2006,Age 0-3,6.9843,1.9963,,1.1695,57.2616,2.1063,0.1503,20.2399,2.0288,3.092,234.6625,12.3157,1.7873,1.9937,3.1141,4.1973,3.2602,1.8719,6.9662,0.6416,0.2701,30.6802,58.1972,5.6492,13.8923,3.2476,0.281,54.989,1.8232,10.7503,8.7998,1.5755,2.2864
Bexley,2006,Age 11-15,3.4761,,,1.2045,26.6433,1.1955,,6.78,,1.2006,220.0977,6.8412,,4.8024,,1.1587,,,2.391,1.2371,,7.0721,48.3254,1.2067,6.8412,,,57.7547,,12.5422,2.2142,,
Bexley,2006,Age 4-10,11.5867,,,1.2045,32.4352,,,7.91,1.1807,2.4012,420.5024,18.2433,,4.8024,,4.6348,,2.3614,2.391,2.4742,2.4976,23.5734,91.9361,3.6201,22.804,1.1071,1.2488,71.8986,3.6201,13.6824,4.4284,,
Bexley,2007,Age 0-3,8.2019,4.5369,,2.0899,32.3082,1.3414,0.0912,17.2292,4.991,5.7303,343.9338,7.2818,0.7822,3.2369,6.8069,0.8502,2.8482,3.4622,8.364,0.1807,,34.0314,66.7116,2.4936,14.9606,6.4059,,54.5466,4.435,13.6815,8.6382,3.6823,3.1053
Bexley,2007,Age 11-15,1.1523,1.227,,,25.2032,1.1909,,4.5404,1.207,7.362,246.303,8.0982,1.207,2.454,,3.4569,,,,,,11.32,59.9971,,4.6276,2.255,,70.1853,3.4251,11.5687,,1.1417,1.2538
Bexley,2007,Age 4-10,4.6092,2.454,,2.3743,34.368,,,11.351,2.414,4.908,339.0963,5.7844,3.621,6.135,3.5613,,1.2131,,4.7636,,1.1411,18.1122,88.2977,3.4251,18.5099,3.3825,,78.1094,1.1417,15.0393,5.6374,3.4251,1.2538
Bexley,2008,Age 0-3,5.4891,4.0438,,4.2732,56.9077,3.5106,0.0985,21.7335,4.5551,2.4794,364.9549,8.8252,1.78,3.7783,2.7803,5.1018,0.2313,5.6548,3.589,0.6266,2.7756,33.8152,71.033,3.7358,16.7575,3.9049,0.545,70.7571,0.6716,4.5923,6.2966,6.2847,2.9655
Bexley,2008,Age 11-15,5.583,2.4188,,1.1716,27.5848,,,1.1476,1.2015,,205.7363,6.9119,1.2015,6.047,1.1716,1.1166,,,2.5856,,3.5346,7.9455,39.7274,1.1531,5.7599,,,45.4027,,8.0638,5.926,1.1531,
Bexley,2008,Age 4-10,8.9328,2.4188,,1.1716,33.3316,2.5856,,9.1806,3.6045,2.4188,402.2776,12.6716,2.403,3.6282,4.6864,1.1166,,2.403,11.6352,,,18.1612,90.8053,,18.4314,,,77.1845,,9.2157,5.926,2.3062,1.2408
Bexley,2009,Age 0-3,4.2708,8.5681,,5.5566,43.9954,5.4678,0.0461,17.3923,2.0626,2.3978,280.6278,12.6809,3.0576,7.3681,0.5081,2.7009,1.535,3.2037,2.8454,0.6752,0.3438,28.2051,52.6641,5.6746,29.7153,6.1306,0.402,55.8379,2.7013,10.874,13.2208,6.734,7.6924
Bexley,2009,Age 11-15,2.303,,,,18.8731,,,7.978,,3.7016,188.731,7.0318,,2.4678,,,1.3152,,1.3135,1.2873,,3.4886,36.0489,1.1607,9.3758,2.3442,,47.6776,,9.3759,2.3442,1.1607,1.2873
Bexley,2009,Age 4-10,3.4545,1.2339,,3.4515,36.5666,3.9405,,9.1178,2.756,1.2339,345.6135,3.5159,,6.1695,,3.4545,2.6304,,3.9405,3.8619,1.2085,10.4659,89.5406,1.1607,21.0956,3.5163,,73.2606,,16.4076,1.1721,4.6427,1.2873
Bexley,2010,Age 0-3,6.4712,6.0848,,4.6366,68.0709,2.3227,0.0754,10.5124,2.3241,5.9581,372.1604,9.6882,0.5245,4.8282,1.7731,1.993,1.8616,4.9724,3.5573,1.866,0.2829,33.0579,70.3619,2.2747,22.4089,11.2928,0.2937,49.2243,1.7668,8.0803,8.68,4.3847,3.4329
Bexley,2010,Age 11-15,4.7884,,,,27.301,,,3.4576,,1.2915,227.9038,,,1.2915,,1.1971,6.5964,,,,,11.8974,40.4513,,10.574,,1.1627,41.641,,5.8743,,,1.2593
Bexley,2010,Age 4-10,5.9854,2.583,,2.5388,32.049,,,1.1525,1.3828,5.1661,400.0184,5.8744,1.3828,3.8746,2.5388,3.5913,3.2982,6.9141,1.2586,2.5186,,23.7946,85.6617,2.4022,30.5466,6.0189,1.1627,76.1434,1.2011,5.8745,1.2038,,
Bexley,2011,Age 0-3,11.3131,4.2156,,4.1325,62.6078,3.6715,0.0949,12.1037,1.2337,6.0546,377.1466,7.8114,3.3506,14.6776,1.5658,3.9455,2.5306,3.4777,2.4708,1.9006,1.463,31.7888,84.5023,4.3816,13.3524,7.407,0.3134,51.916,4.0001,8.6483,8.5364,3.0811,4.997
Bexley,2011,Age 11-15,4.3068,1.1649,,4.8092,17.2335,,,3.3138,1.2672,4.6596,210.2467,1.1383,,,,2.1534,1.2681,,,,,6.8124,37.4687,,3.4149,4.6068,,19.3019,1.1367,4.5532,1.1517,,
Bexley,2011,Age 4-10,7.5369,4.6596,,6.0116,43.6579,,,3.3138,3.8016,8.1543,336.6247,6.8298,5.0688,5.8245,1.2023,2.1534,1.2681,1.2672,1.19,,,14.7604,68.1252,2.2734,11.383,8.0619,,44.2814,,5.6915,6.9101,,2.4254
Bexley,2012,Age 0-3,9.4831,5.6245,,5.6455,36.0033,1.2699,,13.7222,8.4656,9.2582,296.5714,7.8195,,4.9016,1.274,,,5.9988,1.8189,1.8193,,13.3796,81.9147,7.1459,42.2872,5.9402,,45.4549,2.963,15.3867,5.4133,,3.6374
Bexley,2012,Age 11-15,6.0305,,,2.548,13.3421,2.5398,,4.9181,,,220.7567,3.726,,1.269,,3.6183,,,,,,12.3149,51.722,1.2187,11.178,,,38.1759,,4.968,3.6648,1.2187,1.2702
Bexley,2012,Age 4-10,12.061,3.8069,,1.274,46.0917,5.0796,,12.2952,2.4668,8.8829,407.5509,6.21,,1.269,,6.0305,,1.2334,,2.5404,,20.9352,80.0462,2.4374,28.5662,1.2216,1.2125,41.8707,1.2187,13.662,7.3296,2.4374,3.8106
Bexley,2013,Age 0-3,8.5619,2.8915,,2.4221,40.5005,2.4159,,15.5026,5.1774,2.0143,350.8628,2.8271,,7.3084,1.2201,3.0733,,1.6455,3.6986,1.1514,,16.5453,98.8336,,22.6299,12.8136,1.933,64.6847,1.1896,11.5979,15.1012,3.1326,
Bexley,2013,Age 11-15,2.3358,,,1.1942,13.0874,2.4243,,9.4654,,3.6308,174.9079,1.1735,,3.6024,3.6835,3.4769,1.187,,1.1929,1.1739,1.1469,14.2843,37.1554,1.1854,4.6689,2.3473,,33.6002,1.2059,1.1834,,1.1959,1.1681
Bexley,2013,Age 4-10,6.9475,4.8276,,1.2132,46.3106,2.4193,,17.6757,2.3705,7.24,441.4721,7.0551,2.3508,8.4543,1.2241,2.3352,1.1777,2.3507,3.5914,2.3369,,13.1328,91.8559,2.3468,18.7349,9.3646,,69.1274,1.1902,9.4176,3.5047,5.9125,2.2908
Bexley,2014,Age 0-3,8.8079,1.8295,,1.1828,53.1774,,,22.774,2.3069,8.2333,379.0185,11.4978,3.4712,7.1338,1.8401,1.1611,1.7422,2.8918,2.9995,,2.3075,20.3606,91.4549,6.4064,38.6159,22.1526,,54.23,2.3127,32.6926,15.6406,6.455,
Bexley,2014,Age 11-15,,1.1907,,,29.6942,,,6.934,2.3081,7.0716,159.5248,,4.5449,2.3573,,1.1649,,,,,,4.7428,35.6656,2.2537,10.7848,2.3696,,34.5798,5.708,4.8186,2.3942,1.1372,
Bexley,2014,Age 4-10,11.6624,7.0635,,4.7621,43.8566,,,23.3575,3.4921,10.6089,494.8933,9.5671,4.6128,1.1743,4.7209,5.8211,2.3234,4.5965,1.2036,,,23.9747,82.3146,3.4733,35.9482,10.716,,66.9044,2.3074,10.7616,8.3225,5.753,1.2248
Bexley,2015,Age 0-3,8.0574,5.9072,,8.0633,65.3237,4.6974,,24.0923,1.6983,4.1538,309.4709,9.3894,1.1441,4.7213,2.302,1.1502,2.85,2.8799,11.8673,,1.7328,22.9868,123.67,6.18,35.7738,14.2205,6.8223,57.1702,2.2568,15.2892,6.2991,3.3934,1.2061
Bexley,2015,Age 11-15,2.3081,,,2.3027,48.6382,1.1812,,8.0443,1.1472,,178.8339,4.7109,1.1387,1.164,1.1322,2.293,,4.5823,1.205,,,2.3655,54.4385,1.1479,12.9362,1.1465,,24.7982,2.2667,5.8996,3.4168,,
Bexley,2015,Age 4-10,27.7048,7.1201,,3.4542,75.2718,3.574,,20.6463,4.5524,1.1831,413.2453,11.7322,2.2682,3.5658,4.5829,9.2293,1.1466,6.8367,5.9397,,,22.4389,116.8795,11.33,42.3332,16.0592,1.14,48.4096,5.6421,12.8877,4.5678,4.553,1.1943
Bexley,2016,Age 0-3,9.8674,2.2937,,10.0821,74.265,,,29.4822,12.5566,3.4475,325.5116,5.3673,1.1018,7.6314,9.2969,3.07,1.1152,10.0604,7.5952,1.1846,3.0477,35.4447,103.569,4.4331,44.2355,22.8955,,46.0041,2.2149,35.1545,14.5804,6.2642,3.1374
Bexley,2016,Age 11-15,3.3856,2.2909,,1.1183,37.5611,,,3.3888,,5.7625,163.6332,2.3057,,1.1465,4.4771,,1.1387,2.2095,3.5649,,,5.7927,46.2432,,9.24,7.8663,,16.2639,1.1015,3.4726,3.3733,3.3465,
Bexley,2016,Age 4-10,32.9613,5.773,,6.7106,56.8674,,,27.9954,6.7032,8.0176,417.331,5.7689,1.0877,9.1551,8.9393,1.1312,5.5616,4.4286,2.3938,4.7239,,24.1643,76.078,4.4531,35.7436,16.852,,54.1614,3.3467,27.6418,19.0877,8.8663,
Brent,2002,Age 0-3,0.9525,64.9324,1.4891,,0.4422,44.7253,1.3466,8.3199,78.5328,12.9139,6.548,12.0565,29.9811,21.8806,78.8148,0.6739,17.7121,20.6382,24.0549,29.3555,1.5354,14.1948,8.7279,4.2405,32.7003,7.2683,0.2543,8.8947,1.1243,5.553,8.6379,7.8896,94.489
Brent,2002,Age 11-15,2.4828,48.1672,,,4.91,17.8163,,4.1841,51.6634,1.2042,4.9099,7.7766,6.3005,6.021,42.432,,4.9732,7.5606,6.363,22.0597,,15.5457,1.2955,,5.1844,1.3085,1.278,3.8865,,,6.5425,,42.8938
Brent,2002,Age 4-10,4.9656,92.7217,7.3649,,,54.721,,5.5788,88.2056,4.8168,2.455,18.1454,22.6814,25.2881,87.2885,,18.6498,12.601,13.9985,37.9916,1.278,14.2502,7.7729,2.469,31.1064,2.617,3.834,10.3638,,2.5922,10.468,2.469,78.4346
Brent,2003,Age 0-3,6.6029,54.8643,0.9892,,2.7951,37.2835,1.4803,6.0708,68.7069,16.3073,5.4631,9.0892,35.2809,19.8794,70.576,0.4327,19.8438,25.6476,22.7822,28.1164,1.7227,9.3544,4.9634,2.6163,21.1471,5.9569,3.005,10.9927,0.1379,4.3385,13.5071,1.5297,68.9721
Brent,2003,Age 11-15,,47.1579,,,2.6446,15.9192,,3.6,32.8535,7.2552,,,8.5176,6.046,69.0903,,4.8012,13.3848,13.266,16.1416,1.1931,5.2212,3.9159,,8.307,7.0894,,1.3053,,,5.908,2.4324,34.7664
Brent,2003,Age 4-10,2.8824,66.505,,,1.3223,50.4101,,4.8,79.0916,19.3471,1.3223,12.4605,25.5528,14.5102,100.6051,,15.6036,18.2519,18.5724,34.7665,,9.1371,3.9159,3.6486,15.2295,5.9078,2.3862,13.0531,1.2162,4.1535,9.4526,1.2162,75.7412
Brent,2004,Age 0-3,0.9821,61.9311,1.0072,,4.4554,42.6948,1.3496,3.399,80.6637,18.2092,5.2047,14.1953,24.4379,20.7552,95.055,1.8182,22.1894,9.4522,21.7131,36.1832,0.1905,13.2398,9.4443,5.389,24.6663,3.5712,3.9953,9.6081,0.3078,4.6277,7.3431,3.3103,60.779
Brent,2004,Age 11-15,,44.896,1.2318,,,21.104,,3.5895,61.5171,7.4826,4.9272,7.7322,6.1515,4.9884,53.3562,1.2727,18.1941,4.9213,11.8711,22.0018,,5.4328,2.7164,1.2404,10.3096,2.5326,,1.3582,,,1.2663,3.7211,32.3559
Brent,2004,Age 4-10,3.8181,78.5685,,,,35.6133,,7.179,87.3543,9.9768,4.9272,18.0417,19.6853,8.7297,112.7759,1.2727,21.8327,7.3819,15.828,34.9443,,10.8656,9.5074,4.9615,15.4644,1.2663,1.2338,4.0746,,1.2887,12.6631,3.7212,62.1231
Brent,2005,Age 0-3,12.0761,54.3353,0.6421,,1.0945,28.6858,0.0568,7.0665,78.4578,34.0709,3.9289,27.6613,28.0241,30.5375,93.4057,2.1552,39.5901,21.2497,13.9006,34.6832,1.2131,11.5707,9.5467,2.4968,19.2135,16.0101,2.5224,12.2723,3.2786,8.1425,16.6668,4.6792,94.0992
Brent,2005,Age 11-15,,45.5848,,,1.3259,17.9064,,1.1726,53.9044,12.3201,,9.8087,13.4761,12.3201,47.6615,,8.337,9.8008,7.674,10.3261,,9.3332,5.3333,,12.2607,3.555,,6.6666,,,,2.4198,47.758
Brent,2005,Age 4-10,2.3478,57.9049,,,1.3259,46.0451,,8.2082,75.9562,23.4082,2.6518,22.069,28.1773,12.32,107.5436,2.3478,13.101,12.251,10.2322,29.6878,,6.6666,9.3332,3.6297,30.6516,13.035,,13.3332,,4.9043,14.22,1.2099,82.6084
Brent,2006,Age 0-3,5.296,62.869,1.6312,,0.6294,56.9661,0.1587,8.573,74.3497,29.4172,3.2381,14.5789,22.2344,43.815,148.2158,2.1681,28.8842,20.5613,17.4331,38.0478,2.7089,21.6582,11.7068,5.6301,21.1639,19.2339,3.8281,8.5564,1.6765,14.0348,16.7913,5.3153,90.5536
Brent,2006,Age 11-15,5.1579,60.6182,3.81,,,11.5506,,1.2606,52.9061,10.1032,2.54,9.7847,8.6127,6.3145,71.2045,,8.3784,6.152,1.2834,16.737,,7.5205,1.2534,1.1489,13.4538,1.2743,,3.7602,1.1489,1.2231,3.8229,,36.0492
Brent,2006,Age 4-10,5.158,66.9325,,,1.27,42.3522,,11.3457,95.9693,20.2064,11.4302,14.6769,24.6078,20.2062,127.9264,,27.5293,20.9168,12.834,30.8992,,16.2945,5.0137,5.7445,11.0078,10.1945,,7.5204,4.5956,7.3386,12.7433,1.1489,64.3736
Brent,2007,Age 0-3,6.4236,81.7816,0.3683,,0.6128,63.691,0.0827,10.0593,92.1711,19.6724,10.233,13.4223,31.5821,31.3147,120.8922,0.8327,34.0649,28.8713,13.1225,41.3516,,22.5797,7.4552,6.231,27.5606,3.2237,3.6176,6.763,2.0451,9.2515,13.0054,7.3395,82.8494
Brent,2007,Age 11-15,1.0808,38.8244,,,,22.476,,5.2728,42.2749,3.7572,1.3543,3.7071,13.2866,8.7668,71.9744,,5.8035,1.2079,2.4974,8.6564,,3.9685,,,7.4141,1.2225,,,,2.4714,7.335,2.4898,48.2284
Brent,2007,Age 4-10,5.404,86.4151,,,1.3543,49.9464,,5.2728,82.1341,10.0192,4.0629,9.8853,8.4552,13.7764,110.3606,1.0808,16.2498,9.6631,11.2382,18.5493,,7.9369,3.9684,4.9797,18.5351,2.445,,2.6456,3.7347,4.9428,9.7802,3.7347,98.9301
Brent,2008,Age 0-3,7.2217,113.4773,1.3646,,2.6805,50.9291,0.1293,8.7844,96.3434,28.5446,1.5419,11.1759,30.625,32.8774,130.7713,1.3808,17.0022,25.8732,12.3552,25.3315,2.7957,12.0813,13.3995,7.6384,14.9025,13.9963,0.6165,13.0331,2.2369,8.9641,15.2883,8.6428,69.856
Brent,2008,Age 11-15,,45.1887,1.2563,,5.0252,26.0804,,8.3396,59.9567,21.339,1.2563,3.5676,17.8596,8.7865,57.0155,,9.4488,10.2056,2.4839,21.5656,,1.2254,3.6762,,3.5676,2.5546,3.4698,1.2254,,1.1892,5.1092,1.235,23.9618
Brent,2008,Age 4-10,5.761,87.8668,2.5126,,5.0252,57.1291,,7.1484,89.2975,20.0837,13.8193,5.946,26.7894,16.318,106.9045,,20.0787,7.6542,7.4514,29.9521,,6.127,6.127,8.645,13.0812,11.4958,4.6264,4.9016,1.235,4.7568,7.6638,6.175,74.2811
Brent,2009,Age 0-3,5.2394,102.4393,0.6655,,2.2468,64.8669,2.5393,6.2581,94.5406,44.3816,9.119,17.5988,27.0869,43.6485,169.7096,3.3436,47.1311,22.7219,21.6582,25.9224,1.5891,7.7748,14.2369,7.8266,37.6594,13.4995,1.71,8.691,2.1956,9.103,27.9178,9.055,69.7942
Brent,2009,Age 11-15,1.3854,61.7862,,,,38.0847,,3.8165,44.0839,15.1312,5.186,7.2816,6.888,1.2609,71.7628,,8.4126,2.7552,6.5665,21.3818,2.6818,6.4445,2.5778,1.2411,9.709,6.51,,1.2889,1.2411,,6.5099,7.4466,29.4
Brent,2009,Age 4-10,4.1562,102.1361,,,,64.3499,2.4272,10.1774,82.6572,39.0892,7.779,14.5636,12.3984,12.6092,152.1869,2.7708,10.8162,11.0209,10.5062,36.0818,5.3636,14.1779,6.4445,,26.6998,9.114,1.3409,6.4445,1.2411,2.4272,7.812,16.1343,70.827
Brent,2010,Age 0-3,10.1564,123.8483,0.6064,,2.5644,54.4665,0.1548,15.359,111.5439,49.563,10.3761,17.5744,31.4659,51.0376,169.9306,0.7366,35.5751,35.8697,15.1296,33.4711,3.9772,21.5891,8.4491,9.9944,30.3735,22.4677,2.639,12.1379,2.6149,10.3727,16.9226,13.4122,75.0944
Brent,2010,Age 11-15,,77.2848,,,,34.1244,,9.1079,67.9703,10.3047,7.728,2.5576,13.3277,9.0167,77.7377,,8.1681,13.3277,5.0556,18.2644,,1.2344,3.7032,3.7212,11.5092,3.8457,,3.7032,3.7212,1.2788,2.5638,3.7212,46.9658
Brent,2010,Age 4-10,13.3267,132.6725,,,,65.721,,10.409,117.2825,18.0332,21.896,15.3456,22.6569,21.8976,153.0078,,18.6699,13.3277,6.3194,27.3966,,3.7032,9.875,8.6829,16.6244,21.7917,,11.1094,1.2404,3.8364,15.3824,9.9233,76.972
Brent,2011,Age 0-3,2.8678,120.4199,2.9527,,2.008,67.4798,0.1244,8.4445,89.943,32.1077,2.4775,17.8727,46.3227,35.7687,189.1247,4.3551,28.5738,33.6662,18.2035,48.0049,1.9803,16.4062,15.5523,5.6478,27.2188,9.4102,0.6482,13.765,2.8894,8.1103,11.4873,10.1289,98.188
Brent,2011,Age 11-15,,39.0309,2.574,,,25.2035,,2.3673,34.5259,2.4394,2.574,3.5124,20.9621,7.3182,76.2826,2.371,14.4932,6.1655,1.2002,7.6038,,11.1321,,1.2004,8.1958,2.2086,1.3765,2.4738,,1.1708,2.2086,,43.0882
Brent,2011,Age 4-10,4.742,93.9185,,,,51.6071,,5.9184,96.1798,18.2957,7.7221,8.1956,22.1953,17.0758,134.6861,2.371,19.3245,14.797,6.001,40.5536,,16.0795,7.4214,7.2024,22.2457,6.6259,1.3765,8.6583,2.4008,5.8541,13.2519,8.4029,70.9688
Brent,2012,Age 0-3,,135.389,,,5.3802,70.1387,,6.6828,101.9056,21.2023,12.3082,4.6445,29.4482,21.1491,147.1536,,7.1586,26.6572,7.3337,32.4715,,5.4954,13.044,4.548,17.332,7.5387,5.4049,8.6427,,5.8654,12.4375,4.8831,136.2976
Brent,2012,Age 11-15,3.6198,58.8043,,,,32.0226,,1.2354,30.9334,5.1136,,3.7402,17.3226,5.1136,48.9092,,8.7842,13.6107,2.5618,10.2632,,3.704,,1.2208,8.7271,2.4494,,2.4694,,1.2467,7.3482,1.2208,92.3687
Brent,2012,Age 4-10,7.2396,108.6602,1.2145,,2.429,61.4839,,3.7063,68.0538,25.5673,,4.9869,32.1708,16.6189,142.8657,,20.0779,30.9332,5.1236,32.0725,2.4286,11.112,7.4081,1.2208,12.4673,9.7976,2.4286,8.6427,,4.9869,13.4717,7.3246,132.1387
Brent,2013,Age 0-3,7.2833,129.8162,,,1.6771,69.3732,,3.4752,47.8151,9.8812,3.9955,5.1565,33.8215,18.6101,155.1151,1.1281,30.7726,20.3723,8.1556,26.5591,1.1326,12.8192,2.872,10.2986,21.5468,7.8973,2.7445,17.3651,,6.1533,15.1469,2.8103,143.7798
Brent,2013,Age 11-15,1.1175,71.2807,1.1737,,1.1799,27.357,,2.3047,39.5311,8.3162,1.1792,2.3108,10.3661,4.7571,75.6227,1.1201,10.3853,3.4765,2.3934,13.5306,,9.3798,,1.16,10.3739,2.3077,1.139,1.1734,,,4.5675,5.8201,64.1626
Brent,2013,Age 4-10,5.6469,136.6998,1.1825,,,65.5056,,5.7954,88.4165,13.1917,2.3229,16.2882,27.8384,14.3608,152.9141,3.4111,19.7527,16.3075,11.854,33.8391,1.1343,8.2721,4.7417,2.3278,15.11,5.7592,2.2736,11.8429,1.1699,4.6583,11.5251,9.3343,170.0048
Brent,2014,Age 0-3,3.3661,165.1663,2.9718,,4.1217,72.335,1.5429,7.3487,106.3283,15.9597,8.9039,7.9021,40.5331,17.1499,156.4602,,17.1607,11.4271,9.0086,35.6537,2.827,13.297,9.6031,3.3732,17.9974,18.4168,1.1065,10.1277,,5.399,15.2204,10.9189,129.0797
Brent,2014,Age 11-15,1.0945,82.785,,,1.1488,26.9965,,4.4708,41.7853,9.2436,2.2825,5.8672,10.0458,5.7117,50.3294,,3.3633,7.877,1.1505,25.1769,2.1904,10.5128,1.1666,2.2645,7.0927,3.4726,,2.3326,,3.5211,3.4805,2.2364,45.3284
Brent,2014,Age 4-10,3.3311,155.8397,,,,62.3301,,2.2406,84.7259,18.4543,3.4519,11.771,21.429,12.6918,111.5931,1.1237,16.6979,14.6674,4.6739,39.4682,1.1204,12.9533,7.05,3.3827,9.4511,11.6384,,7.0954,,,5.8081,4.4879,150.9712
Brent,2015,Age 0-3,5.773,133.12,5.5539,,1.8806,55.8831,,18.1853,69.6392,6.6498,1.8849,6.4925,24.8062,14.2613,149.6694,3.0203,18.9239,15.267,9.7184,31.8072,3.9874,15.7332,7.8324,1.8241,27.6921,9.6944,5.1092,17.3697,2.2501,7.6618,13.7082,10.6998,136.2502
Brent,2015,Age 11-15,2.2674,76.7013,,,1.1263,28.5626,,1.1395,51.071,4.75,,,9.0805,5.9127,57.1079,1.1298,4.5651,10.2015,,23.1757,,3.5144,3.5322,2.2468,8.1256,5.665,,3.5355,4.4936,,3.3851,2.2041,58.4363
