Borough,Year,age-group,flow__Barking and Dagenham,flow__Barnet,flow__Bexley,flow__Brent,flow__Bromley,flow__Camden,flow__City of London,flow__Croydon,flow__Ealing,flow__Enfield,flow__Greenwich,flow__Hackney,flow__Hammersmith and Fulham,flow__Haringey,flow__Harrow,flow__Havering,flow__Hillingdon,flow__Hounslow,flow__Islington,flow__Kensington and Chelsea,flow__Kingston upon Thames,flow__Lambeth,flow__Lewisham,flow__Merton,flow__Newham,flow__Redbridge,flow__Richmond upon Thames,flow__Southwark,flow__Sutton,flow__Tower Hamlets,flow__Waltham Forest,flow__Wandsworth,flow__Westminster
Kensington and Chelsea,2005,Age 4-10,2.8682,6.417,,19.194,1.2591,8.1828,2.501,1.1561,6.3985,6.417,2.5183,10.004,44.7904,6.417,4.113,1.4341,2.3914,10.2378,6.819,,6.5039,6.501,5.2008,1.2294,3.7515,7.3783,1.3008,5.2008,,1.2505,9.8378,14.7528,58.4628
Kensington and Chelsea,2006,Age 0-3,6.9886,4.5538,0.245,31.0447,1.6615,15.333,1.3868,3.3139,13.5551,8.1259,2.9462,6.6689,34.7148,5.8347,4.8526,1.8898,3.0539,6.2508,15.5877,,1.0702,5.367,2.0629,2.3719,11.8529,1.7179,7.1938,4.3202,2.1026,7.5236,6.4895,17.1137,101.7724
Kensington and Chelsea,2006,Age 11-15,2.2738,1.2726,,6.287,,,,,5.0516,5.0905,,3.7518,18.9435,1.2726,1.2574,,2.2278,1.2629,,,,5.1304,,3.741,,2.446,4.9612,3.8478,,1.2506,4.892,2.4939,26.5218
Kensington and Chelsea,2006,Age 4-10,1.1369,5.0905,,17.6036,,1.3116,,1.2514,2.5258,8.9083,4.8145,3.7518,51.7791,6.363,1.2574,,5.5695,10.1032,7.8696,,,3.8478,,6.2349,5.0023,3.669,3.7209,3.8478,,6.2529,2.446,13.7168,61.8841
Kensington and Chelsea,2007,Age 0-3,1.4671,2.7876,0.1551,15.7458,0.26,10.6826,1.2796,1.9256,12.2921,8.9379,2.8792,2.4482,23.2936,11.1647,5.0973,0.1874,3.3529,5.1489,6.4875,,,9.9737,3.0653,4.2681,5.5365,4.137,6.7803,11.8857,0.4915,4.766,5.4469,7.8528,71.2961
Kensington and Chelsea,2007,Age 11-15,3.5943,1.2773,,6.0765,1.2813,6.5405,,2.3878,8.7747,10.2182,1.2813,,25.0706,,1.2153,1.1981,,2.507,,,,,1.3144,,,2.5904,2.4918,,,1.2503,,5.9686,39.1446
Kensington and Chelsea,2007,Age 4-10,1.1981,2.5546,,17.0142,,10.4648,2.5006,,3.7605,7.6638,2.5626,2.5006,42.62,5.1091,,,1.3106,5.014,,,,10.5152,1.3144,1.1937,5.0012,3.8856,2.4918,1.3144,1.1937,2.5006,6.476,16.7119,58.0856
Kensington and Chelsea,2008,Age 0-3,2.9155,2.7923,0.0733,12.145,2.6364,7.3899,0.0767,0.7432,10.3154,1.1189,1.4547,9.8867,17.2754,2.5292,3.1864,1.0169,5.844,4.4452,7.3518,,1.74,8.9969,4.956,0.891,5.6769,6.3783,6.8463,8.7854,3.1089,4.2796,7.8578,10.2284,62.6115
Kensington and Chelsea,2008,Age 11-15,1.3398,,,,1.2614,1.3307,,3.6429,13.802,,,2.501,26.2238,1.3708,2.5322,,,1.3802,2.6614,,,1.3043,1.3043,,2.501,1.2918,3.7314,3.913,,,1.2918,1.2544,16.4736
Kensington and Chelsea,2008,Age 4-10,4.0194,,,6.3306,1.2614,10.6454,1.2505,2.4286,8.2812,1.3708,1.2614,2.501,55.208,2.7416,3.7983,1.3398,3.8256,2.7604,5.3227,,4.9753,9.1301,3.9129,,10.004,5.1673,2.4876,6.5215,,5.002,5.1672,3.7632,67.1608
Kensington and Chelsea,2009,Age 0-3,1.0442,3.2172,0.2413,27.2697,0.3411,14.968,0.0702,1.8817,14.7868,7.2939,1.706,3.9317,45.8566,11.3941,6.0268,0.3863,7.9657,6.2762,8.0208,,4.6315,11.3246,3.7613,3.2309,14.6736,10.7705,8.7099,10.9566,0.4426,8.1965,4.1732,12.4256,96.0709
Kensington and Chelsea,2009,Age 11-15,,4.0575,,3.8883,,1.407,,1.1765,9.8411,1.3525,2.4346,2.5148,32.3348,2.705,6.4805,,1.3727,1.4059,,,2.57,2.5222,2.5222,3.7065,5.0297,3.5787,1.285,,,1.2574,5.9645,8.6486,30.0725
Kensington and Chelsea,2009,Age 4-10,4.5392,9.4675,1.2173,20.7377,,7.035,1.2574,3.5295,14.0587,6.7625,1.2173,5.0296,40.7701,4.0575,3.8883,1.1348,8.236,2.8118,,,,6.3056,1.2611,4.942,8.8018,7.1574,8.995,6.3056,,3.7722,2.3858,8.6487,71.9125
Kensington and Chelsea,2010,Age 0-3,5.3025,8.6108,1.6925,21.7474,0.9307,10.7523,0.0598,2.5098,18.5722,4.3689,0.9969,9.9416,23.4418,8.6726,5.6705,0.3823,5.7176,12.7454,6.7648,,0.2896,9.424,1.5799,5.0875,10.4784,11.9039,11.6789,7.9325,1.9788,9.581,9.2513,19.0765,125.0423
Kensington and Chelsea,2010,Age 11-15,,5.2784,1.2546,11.1792,,,,,5.3085,3.9588,2.5092,2.5714,19.907,,2.4842,,,1.3271,1.3071,,1.3842,3.8031,,3.882,7.7142,,4.1526,1.2677,,1.2857,,7.764,28.4981
Kensington and Chelsea,2010,Age 4-10,,9.2372,,19.8741,1.2546,11.764,,3.7647,27.8697,7.9176,1.2546,10.2856,45.1224,6.598,1.2421,,2.5658,3.9813,5.2285,,,19.0153,,5.176,11.5713,10.0919,9.6894,2.5354,1.294,6.4285,1.2615,11.646,59.587
Kensington and Chelsea,2011,Age 0-3,4.8866,6.0758,0.3343,19.7942,0.7971,8.1199,0.0371,,15.4793,5.514,2.0799,2.4575,49.4448,3.487,5.0043,0.5566,5.9287,3.543,11.9945,,0.9136,4.4937,2.9406,2.0055,4.4703,4.3979,4.698,6.3877,0.5052,7.2672,1.9361,11.357,89.9349
Kensington and Chelsea,2011,Age 11-15,1.2051,1.2747,,13.0954,,1.2996,,4.1334,1.2491,,1.2008,3.6957,23.7329,1.2747,2.381,,4.05,2.4982,,,,1.2202,,7.3902,4.9277,1.223,2.4886,1.2202,,2.4638,1.223,3.6951,35.1101
Kensington and Chelsea,2011,Age 4-10,2.4102,2.5494,2.4016,19.0478,,9.0972,,2.7556,8.7437,1.2747,3.6024,1.2319,37.4732,,2.381,2.4103,6.75,2.4982,2.5992,,2.4886,4.8808,3.6606,9.8536,4.9276,2.446,3.7329,3.6606,,7.3914,1.223,8.6219,77.7435
Kensington and Chelsea,2012,Age 0-3,,,,15.5296,3.4801,7.2352,1.75,,13.0139,7.6514,8.2456,1.2995,42.9059,1.8052,,1.3051,3.2025,1.2943,9.5463,,,5.6672,3.4753,1.2799,3.5188,6.5688,1.7558,4.2952,,10.4667,3.0497,12.4759,58.3952
Kensington and Chelsea,2012,Age 11-15,,,1.2852,9.5803,,1.3532,,1.3345,12.9432,2.681,,,33.6528,1.3405,1.3686,,2.7294,3.8829,2.7064,,,6.4171,,1.2799,1.2995,3.8988,2.6076,1.2834,,2.599,3.8988,3.8397,43.7184
Kensington and Chelsea,2012,Age 4-10,,4.0215,,13.6862,1.2852,4.0596,,1.3345,12.9433,12.0647,2.5704,1.2995,40.1244,1.3405,,,6.8236,6.4717,5.4129,,,15.401,1.2834,2.5598,6.4975,10.3968,5.2152,1.2834,,10.396,5.1984,19.1982,81.972
Kensington and Chelsea,2013,Age 0-3,1.6615,4.8487,,7.1395,,10.504,,2.7216,7.0304,6.4849,4.5912,5.715,29.79,10.084,1.6955,,5.0998,5.0178,3.9952,,1.3253,4.4658,2.8613,2.5732,2.8449,2.6175,1.3185,13.8576,1.5967,4.6414,2.5931,10.7153,110.4858
Kensington and Chelsea,2013,Age 11-15,,2.661,,16.2069,1.3249,2.6254,1.0713,2.6799,1.2516,1.2907,2.565,,22.8231,,,,1.344,5.1363,1.3084,,,3.8335,2.5244,,,,1.2779,,,1.2375,,6.4783,38.4799
Kensington and Chelsea,2013,Age 4-10,,3.9717,,25.9747,,10.6665,,4.0588,15.2264,9.1915,3.9626,6.3173,38.0496,5.271,1.3969,,,11.4781,10.5936,,,7.6943,3.8664,1.2846,3.7895,6.488,1.3243,10.1646,,11.3606,1.318,16.711,95.7576
Kensington and Chelsea,2014,Age 0-3,,1.2871,,16.6224,,3.9882,3.5542,2.0396,11.3592,7.7433,4.1973,3.3661,43.079,1.2848,1.3241,1.3292,11.1015,3.7437,1.3549,,1.3196,5.9272,7.9565,1.2395,7.7998,6.0379,2.0839,7.1621,1.8991,3.9188,2.1189,18.9564,99.5515
Kensington and Chelsea,2014,Age 11-15,2.7043,2.5605,,6.6517,,5.4666,,1.3566,6.2966,6.4226,,,28.9215,,6.6929,4.0756,1.3704,,1.3462,,1.29,2.5888,1.292,3.7069,3.7687,7.8919,3.9024,,,2.6476,2.6803,8.824,22.4185
Kensington and Chelsea,2014,Age 4-10,2.7203,1.2802,3.9211,8.0182,3.9994,12.0317,,2.729,18.8677,2.5967,2.6392,,59.2329,6.4876,2.6316,1.3077,6.8949,11.2705,5.3398,,1.315,9.0943,6.4482,1.2239,9.0961,5.282,3.9352,7.7747,2.5398,2.5513,5.3386,15.1418,108.295
Kensington and Chelsea,2015,Age 0-3,5.9532,6.3444,,13.3202,,7.2309,,1.9085,11.6375,3.7353,4.4463,5.6293,36.4859,1.285,3.1575,1.3584,4.666,1.8067,3.2366,,,12.3215,3.8428,8.9642,6.2081,1.2781,1.9017,3.112,1.2199,5.0939,2.5621,13.3771,62.093
Kensington and Chelsea,2015,Age 11-15,,4.0051,,13.0677,,6.7122,,,7.4646,1.2633,1.3118,1.294,31.192,,,,5.4073,2.5155,1.3396,,1.3216,2.6194,3.858,3.7286,,1.3121,1.3304,6.4845,,1.2726,1.3022,7.4736,36.4726
Kensington and Chelsea,2015,Age 4-10,4.0695,1.2886,2.6212,16.8437,1.3057,5.3985,,,16.1441,7.8362,1.2887,1.2608,55.0669,2.5723,5.1648,2.7031,8.226,3.7645,,,1.311,7.6232,5.1216,4.9265,7.719,6.4362,1.2972,3.8756,1.2154,3.7964,3.8636,8.6752,82.4479
Kensington and Chelsea,2016,Age 0-3,4.1559,5.1826,,11.6454,,3.3796,1.2972,6.8007,12.4307,5.1852,,3.8672,26.5954,1.8199,3.8591,,6.1371,8.6635,8.9999,,,10.1896,1.278,,2.5807,,2.7481,1.2812,,5.1687,1.8358,6.2278,87.8832
Kensington and Chelsea,2016,Age 11-15,,2.5911,,11.6716,,4.2085,,2.7509,9.957,6.4847,,1.3056,20.0039,3.9333,6.4774,,1.3887,1.2909,2.8447,,1.3534,1.2988,,2.5047,2.5668,,1.3914,1.269,1.2238,1.2814,1.3026,8.7181,37.1941
Kensington and Chelsea,2016,Age 4-10,6.9477,10.3626,,16.7305,2.6553,1.3895,1.306,4.0784,25.8655,10.2952,,7.6398,63.0088,5.1365,7.8183,1.3927,6.8619,4.976,1.3543,,,5.0607,2.5868,4.9305,14.1461,,1.3581,8.9139,1.2268,7.7423,6.4858,15.0385,113.5195
Kingston upon Thames,2002,Age 0-3,1.1868,2.2303,2.8273,6.5549,6.5834,3.3821,0.0109,4.8897,17.1252,1.1599,0.85,0.9476,23.596,4.7496,4.7354,0.6645,4.2502,25.4336,2.1433,3.6519,,16.4204,6.7945,82.5399,1.2073,1.395,36.7594,12.6878,32.9105,2.9545,1.4047,64.3812,5.9961
Kingston upon Thames,2002,Age 11-15,,3.6483,,,,2.4304,,2.217,2.3154,,,,5.7885,1.2161,1.1531,,1.1852,8.1039,,4.8133,,3.4533,,30.8336,2.3006,,25.2662,1.1511,9.9108,,,28.6312,2.4066
Kingston upon Thames,2002,Age 4-10,1.1139,1.2161,,1.1531,5.6405,,,7.7595,13.8924,,1.1281,,5.7885,9.7288,2.3062,2.2278,2.3704,10.4193,3.6456,15.6432,,16.1154,8.0577,92.5015,3.4509,2.344,49.3839,8.0577,18.7204,2.3006,1.172,48.453,6.0166
Kingston upon Thames,2003,Age 0-3,1.3942,10.3873,0.396,7.3045,2.6209,1.9473,0.023,9.3189,19.4765,0.9737,1.4262,6.7822,29.673,5.7554,4.564,0.1885,1.6808,25.2398,6.7731,6.7494,,13.135,8.0606,59.5634,3.8106,1.6328,43.7026,6.4142,28.0029,0.7111,1.6754,40.0035,10.4027
Kingston upon Thames,2003,Age 11-15,,2.3518,1.1349,1.1577,,1.2079,,2.1762,6.8138,1.1759,,2.2968,4.5424,,1.1577,,3.969,6.8138,,3.5688,,1.1742,,45.7396,1.1484,7.4034,27.4735,2.3484,10.0404,,,26.7744,1.1896
Kingston upon Thames,2003,Age 4-10,2.325,2.3518,1.1349,2.3154,2.2698,,,5.4405,6.8137,,3.4047,3.4452,18.17,5.8795,1.1577,,7.938,19.3056,6.0395,8.3271,,11.742,3.5226,76.9764,5.742,3.7017,43.4998,4.6968,24.5432,,,32.3524,2.3791
Kingston upon Thames,2004,Age 0-3,1.1739,6.116,0.3801,4.8317,3.1356,6.908,0.0348,9.1724,19.1389,3.5677,4.1406,3.3936,14.7436,6.2761,0.7761,,7.6509,13.3894,4.3532,6.5994,,15.1557,2.998,61.6606,4.0129,3.3853,41.4574,5.3532,24.1134,7.8287,3.3693,49.2225,6.9359
Kingston upon Thames,2004,Age 11-15,1.1739,2.4196,1.1882,,,,,5.936,2.2656,1.2098,2.3764,1.1408,6.7968,,,,1.1315,5.6641,,,,1.1669,,44.4273,,,20.6179,1.1669,9.9963,2.2816,3.4593,27.7674,1.1589
Kingston upon Thames,2004,Age 4-10,,1.2098,2.3764,4.6268,1.1882,5.8815,,7.1232,5.6641,1.2098,,3.4224,10.1954,4.8392,,,5.6575,16.9923,2.3526,2.3178,,7.0014,,55.5346,2.2816,1.1531,28.6359,12.8356,17.7712,3.4224,3.4593,51.0918,3.4767
Kingston upon Thames,2005,Age 0-3,,1.0503,0.2618,3.4973,3.8856,6.276,0.0126,8.6495,16.1062,2.3456,1.6696,1.1222,11.6752,9.7664,2.9213,,2.923,22.2347,6.5895,8.0038,,15.5355,6.2341,68.994,7.4516,0.7442,41.9799,12.2176,25.0894,2.311,4.4062,37.6709,10.8131
Kingston upon Thames,2005,Age 11-15,,1.2328,,1.1687,,2.4776,,3.321,4.5132,1.2328,4.5248,,6.7696,,1.1687,,1.0725,5.6414,,1.2139,,3.4788,1.1596,39.5139,3.5826,,21.9424,3.4788,12.4188,,,37.2558,6.0696
Kingston upon Thames,2005,Age 4-10,,1.2328,,2.3374,1.1312,,,4.428,3.3849,,3.3936,,14.6676,,2.3374,,,11.2828,1.2388,6.0695,,5.798,2.3192,95.9623,3.5826,1.1564,33.4911,6.9576,16.9346,,1.1564,48.5456,9.7113
Kingston upon Thames,2006,Age 0-3,3.5493,3.5039,0.2629,6.8514,3.9157,7.5536,0.0266,13.9709,25.9934,0.9481,7.4266,2.9514,16.7867,2.2961,5.3352,,4.9394,23.0731,7.8248,9.7812,,19.8685,4.3795,58.1057,4.9701,5.235,38.6615,8.615,24.126,8.4926,0.6926,65.1183,18.1036
Kingston upon Thames,2006,Age 11-15,,4.8432,1.1415,,3.4245,3.4254,,10.3904,5.67,,3.4245,,10.2062,,2.4122,,,4.536,,2.2858,,4.5528,,51.5803,2.2692,,32.5534,2.2764,13.7547,2.2692,,30.9485,1.1429
Kingston upon Thames,2006,Age 4-10,2.3662,3.6324,,6.0306,3.4245,1.1418,,13.8537,13.6083,1.2108,1.1415,3.4038,5.67,,2.4122,,1.1942,7.9382,2.2836,3.4287,,20.4879,1.1382,97.4295,3.4038,4.5833,32.5533,1.1382,12.6085,3.4038,2.2916,37.8257,11.4287
Kingston upon Thames,2007,Age 0-3,1.1882,9.7307,1.2857,4.4778,2.5321,8.6945,0.0393,7.9759,34.1748,2.5239,4.7436,10.9238,19.6942,6.0499,4.907,,3.9386,24.6906,6.0245,10.5082,,27.699,7.7164,75.0034,5.8168,3.2891,42.6696,5.9701,30.1767,8.3201,4.4584,81.0215,15.6585
Kingston upon Thames,2007,Age 11-15,,2.3472,,2.439,,,,11.172,4.5664,,,2.3422,6.8496,1.1736,3.6585,,,7.9914,,3.4773,,3.4413,1.1471,55.6283,3.5133,,17.178,3.4413,8.9005,2.3422,1.1759,36.7147,1.1591
Kingston upon Thames,2007,Age 4-10,,3.5208,,2.439,,1.1955,,17.8752,11.4164,4.6944,8.6752,2.3422,9.1329,4.6944,3.6585,2.3764,6.6,22.8324,4.782,3.4773,,3.4413,3.4413,100.1312,4.6844,2.3518,35.5011,3.4413,17.8011,1.1711,2.3518,50.0656,1.1591
Kingston upon Thames,2008,Age 0-3,1.3288,1.4941,0.6021,9.8314,1.9339,9.2692,1.1974,8.5942,25.8223,0.4131,2.4143,6.3358,16.7683,0.2897,1.3208,,3.7585,30.2194,5.6808,2.8267,,10.0562,7.6765,63.1686,5.7828,4.2121,49.3755,14.4052,27.9429,3.6029,4.2501,70.4299,6.0239
Kingston upon Thames,2008,Age 11-15,4.318,,,2.1552,,,,2.3232,3.5562,1.1443,1.1047,1.1392,8.2976,,3.2328,,,4.7415,,,,5.762,,34.2338,,,11.3831,2.3048,11.0432,,,22.0862,2.2154
Kingston upon Thames,2008,Age 4-10,3.2385,5.7215,,6.4656,3.3141,2.4702,1.1392,15.1008,5.927,,1.1047,4.5568,13.0389,,5.388,1.0795,4.372,10.6684,1.2351,,,5.7619,5.7619,69.5723,4.5567,1.1134,51.2244,2.3048,16.5648,,4.4536,49.6945,1.1077
Kingston upon Thames,2009,Age 0-3,1.5429,3.0519,0.1026,9.5356,,6.1007,1.2033,12.2067,22.437,0.5555,1.3977,4.5539,11.2734,4.2918,1.8002,0.1062,6.1071,28.3212,8.6593,3.3917,,11.7499,4.8308,68.9801,5.2838,5.4345,45.0544,5.6135,29.1396,4.2618,4.3143,49.7487,19.5955
Kingston upon Thames,2009,Age 11-15,1.2159,,,8.3795,,,,2.2078,1.2547,,1.208,,3.7641,,3.5913,,3.5859,2.5094,,2.4024,,3.4674,1.1558,23.604,,2.2752,10.5633,,7.868,2.3516,,25.852,2.4024
Kingston upon Thames,2009,Age 4-10,,2.4666,,10.7738,1.208,,,11.039,5.0188,,4.832,2.3516,13.8016,2.4666,5.9855,,8.367,10.0376,,6.006,,12.7138,1.1558,86.548,4.7032,4.5504,28.1685,4.6232,29.224,,3.4128,50.58,14.4144
Kingston upon Thames,2010,Age 0-3,0.8563,5.445,0.305,10.9177,5.1926,4.6329,0.0157,8.3399,22.1585,2.7324,2.9678,4.2723,22.8281,4.2931,5.1941,1.6425,1.8014,30.9874,6.9895,7.1764,,22.0165,4.15,73.1857,3.8062,2.6065,63.6203,8.741,22.2075,4.1477,2.5939,77.6681,16.1383
Kingston upon Thames,2010,Age 11-15,,,,1.1776,3.4074,1.1942,,10.423,1.2207,,2.2716,3.4545,,1.2426,,,1.1118,12.207,,,,4.622,1.1555,45.7084,,1.2139,23.4301,1.1555,20.5686,2.303,,25.1395,1.1863
Kingston upon Thames,2010,Age 4-10,2.3856,3.7278,,4.7103,5.679,,,15.0555,4.8828,,2.2716,,6.1035,1.2426,3.5328,,2.2236,23.1934,1.1942,1.1863,,10.3995,,76.5618,5.7575,8.4973,23.4301,3.4665,22.854,3.4545,2.4278,43.4227,
Kingston upon Thames,2011,Age 0-3,1.3525,9.7808,1.4304,9.5666,4.1059,7.7902,0.0589,6.5283,35.0679,7.1401,1.9208,9.8516,24.8547,11.9249,5.6482,3.3023,6.7107,39.3686,7.755,9.9916,,21.3848,11.95,60.1496,6.2283,1.4132,68.3475,18.8984,23.5502,5.024,2.5846,74.3746,16.1116
Kingston upon Thames,2011,Age 11-15,1.0506,,,1.1516,2.259,,,3.1527,4.626,,1.1295,,4.626,1.1891,1.1516,,3.5857,1.1565,1.1595,1.1824,,4.2927,1.0732,28.6433,,1.1818,22.9027,,11.0166,2.32,,19.83,1.1824
Kingston upon Thames,2011,Age 4-10,2.1012,3.5672,,11.516,1.1295,,,19.9675,5.7825,4.7563,2.259,2.32,15.0345,3.5672,2.3032,1.0506,5.976,9.252,4.638,2.3648,,2.1464,9.6586,55.0835,3.48,1.1818,29.7736,2.1464,22.0335,1.16,2.3636,48.4732,4.7296
Kingston upon Thames,2012,Age 0-3,,3.8373,,14.1455,2.4276,9.0951,,11.9555,16.9241,,2.0617,3.2927,30.5568,2.5582,2.5766,,1.2553,28.2491,2.5636,5.5717,,27.9738,3.7037,68.2461,2.4936,5.3127,40.8105,11.9734,30.415,16.632,3.3038,109.0852,17.1763
Kingston upon Thames,2012,Age 11-15,1.2055,1.2791,,2.5766,,,,3.7057,4.9491,,1.2138,,6.1865,2.5582,1.2883,,3.7659,6.1865,,,,2.4692,1.2346,37.831,2.4936,,29.1254,6.173,21.9666,3.7404,,34.1699,1.284
Kingston upon Thames,2012,Age 4-10,,2.5582,,7.7298,1.2138,1.2818,,11.1171,6.1865,1.2791,3.6414,4.9872,25.9828,,5.1532,1.2055,2.5106,25.9826,2.5636,2.568,,17.2841,3.7038,75.6621,6.2341,2.4486,36.4069,13.5802,28.0683,17.4556,3.6729,59.7977,8.988
Kingston upon Thames,2013,Age 0-3,1.1836,9.3071,,7.8658,6.4087,11.0502,,6.8159,23.6173,,2.0029,3.1444,24.1003,5.2768,,1.1851,1.2161,27.9998,6.1494,8.5803,,32.3697,4.8267,89.9971,10.2774,2.3849,61.669,19.6066,24.8921,10.5874,8.6991,70.8295,10.4429
Kingston upon Thames,2013,Age 11-15,1.1922,,,,1.1889,2.4806,,3.6576,4.7638,,2.4592,2.4284,3.5614,,2.4395,,1.1912,9.4766,1.248,,,4.8611,1.1916,40.4939,1.2091,2.4044,21.417,,17.7548,,,27.3796,1.1307
Kingston upon Thames,2013,Age 4-10,2.3651,,1.1883,3.6939,,4.9525,,14.5232,19.0794,3.7287,1.2052,4.7776,5.9758,,2.4852,1.1736,6.1328,17.9741,2.492,5.816,,14.4887,2.4504,94.4647,7.1899,3.5531,46.2013,1.2083,31.1883,4.7807,4.8031,62.3944,4.649
Kingston upon Thames,2014,Age 0-3,1.9473,9.6872,,4.791,4.3729,1.2168,,13.4903,4.1589,9.8398,6.3619,1.9989,24.574,9.2806,,,11.6326,41.8727,12.8311,2.519,,24.6317,14.7759,98.2554,14.0376,5.5143,41.8799,15.7409,29.6838,8.7433,,108.551,9.0216
Kingston upon Thames,2014,Age 11-15,1.1868,,,3.5322,4.7855,,,8.3149,8.1977,1.1936,1.2243,,3.4764,,1.1731,,3.5902,6.9834,2.424,3.7579,,4.8538,1.2137,48.6159,2.4515,1.2124,31.3427,1.2114,17.3087,,1.227,16.2784,3.7513
Kingston upon Thames,2014,Age 4-10,2.3462,,1.1871,8.367,4.7845,3.605,,20.0358,16.2561,2.3734,7.1909,2.4358,19.7992,2.3736,4.8336,,10.5835,18.618,,7.4958,,18.1517,2.4198,137.7311,6.0506,3.6129,40.5367,2.3967,35.7825,4.8231,1.1888,66.128,2.5101
Kingston upon Thames,2015,Age 0-3,,3.2007,,9.6076,2.3659,10.2467,,17.0908,14.2055,,6.5349,5.571,14.4526,3.3342,10.1587,,6.7989,19.4955,6.596,5.6237,,16.0844,1.9878,51.7718,1.1912,1.1686,67.472,15.0084,37.3719,6.8794,8.4976,83.8439,13.7115
Kingston upon Thames,2015,Age 11-15,,2.4663,1.1831,1.177,,1.2422,3,,2.3168,1.2,,,6.9194,,2.3201,,,10.4639,1.2075,5.0112,,,1.2136,40.1167,1.1595,3.5077,24.3249,,25.3417,,1.1783,29.759,2.5215
Kingston upon Thames,2015,Age 4-10,,6.0947,1.1728,3.565,2.3732,2.4594,,13.07,4.6217,3.665,3.5466,1.1901,21.0177,,4.6882,,1.167,23.2498,,1.2723,,8.4327,5.9668,120.7568,3.5645,2.3413,27.9971,6.0224,32.1914,6.0207,4.6973,62.1245,5.0189
Kingston upon Thames,2016,Age 0-3,,5.5159,1.8352,7.3453,2.1442,12.4485,,15.0827,19.3983,6.7519,7.7904,3.5334,25.6518,9.3949,2.9482,1.1663,2.3113,25.3134,4.4616,3.7274,,9.4234,1.1782,86.4612,8.7559,3.4649,46.8948,16.9803,13.543,19.368,,83.4344,5.6855
Kingston upon Thames,2016,Age 11-15,,1.1953,,2.2613,,1.2251,,1.1514,4.5263,,,1.1731,3.3761,,2.3,,4.6687,8.9954,,4.9299,,2.3055,3.573,32.7828,,,22.2073,,22.4867,,,28.2395,2.5054
Kingston upon Thames,2016,Age 4-10,2.3668,2.3444,,10.2988,1.1598,3.7344,,9.2829,4.5455,5.849,3.5092,3.5321,7.874,5.8689,5.6892,,3.4518,21.3928,3.7324,9.9159,,10.5782,3.5547,94.7318,2.3612,2.3039,37.6115,2.3435,21.4295,8.2314,2.3027,50.8652,9.9167
Lambeth,2002,Age 0-3,1.3158,11.6771,7.4359,15.084,24.0968,18.8499,0.071,93.8473,7.7847,9.5434,14.3362,17.2811,20.3744,11.8816,1.4611,,0.7684,5.8088,11.1435,13.6338,3.1231,,40.9028,26.9222,22.8089,5.2329,4.5935,129.9284,6.9923,10.4035,5.2374,80.3761,22.1902
Lambeth,2002,Age 11-15,,3.972,,5.0804,7.5534,3.846,,41.1523,9.9757,1.324,1.2589,3.8385,6.2349,5.296,,,1.3382,3.741,1.282,8.9502,1.2355,,21.6504,15.2722,7.677,7.3945,2.471,45.7064,,5.118,1.2324,32.8936,
Lambeth,2002,Age 4-10,2.6316,7.944,1.2589,8.8907,11.3301,2.564,,62.3519,7.4818,9.268,6.2945,11.5157,7.4818,14.564,,,1.3382,4.988,8.9739,11.5074,1.2355,,44.5036,18.7963,7.6771,6.1621,,122.6856,3.5243,3.8386,8.6269,84.5836,12.786
Lambeth,2003,Age 0-3,3.4186,4.4295,11.183,11.0473,34.7853,10.8351,0.1556,83.961,16.5277,16.4088,26.3885,11.8383,24.9318,10.093,2.9119,1.9353,2.0144,7.3208,6.7948,6.5207,2.8735,,59.0971,28.7901,21.2282,7.5081,5.3469,118.1544,8.835,10.045,7.8,102.7353,21.407
Lambeth,2003,Age 11-15,2.4378,2.6584,3.7854,8.8929,8.8326,1.3119,,65.8593,1.2608,2.6584,3.7854,6.558,8.8257,1.3292,,,,,5.2476,6.4969,,,28.1942,24.4253,5.2464,5.128,,69.8726,,1.3116,1.282,67.1692,6.4969
Lambeth,2003,Age 4-10,3.6567,7.9752,6.309,17.786,15.1416,6.5595,,67.1506,1.2608,6.646,12.618,9.1812,13.8691,11.9628,,2.4378,,10.0865,3.9357,2.5988,2.4638,,40.4525,40.3018,22.2972,,1.2319,120.132,1.2213,9.1812,3.846,119.6833,12.9938
Lambeth,2004,Age 0-3,4.0043,7.6696,10.0356,15.5169,28.3404,9.8917,0.2352,99.4437,8.802,8.6278,22.2789,19.8573,14.2983,23.5599,3.3111,0.827,2.846,14.2174,14.8504,20.2264,0.6383,,73.7462,31.8379,25.1454,8.8724,1.4684,159.9802,10.1762,10.2969,6.3043,128.4079,12.5977
Lambeth,2004,Age 11-15,2.5316,1.2814,1.2384,2.5082,7.4306,3.9801,,68.6762,,1.2814,2.4769,7.5751,6.2684,5.1256,,,1.2384,,3.9801,6.3781,,,26.9016,21.5363,5.0501,2.4992,1.252,52.5804,1.1965,2.525,,84.9486,7.6537
Lambeth,2004,Age 4-10,,,1.2384,2.5082,12.3842,5.3068,,92.4005,5.0148,5.1256,16.0995,12.6252,6.2684,8.9697,,,,1.2537,11.9403,17.8587,,,30.57,28.7152,15.1503,8.7473,1.252,116.166,5.9825,6.3126,2.4992,137.5927,14.0319
